REL_R,RF_R,INPC_R,PFC_R,WCC_R
0.965,0.133333,160.036552,0.081767,0.440403
0.98,0.444444,132.32274,0.132948,0.188466
0.975,0.577778,186.153452,0.07872,0.199104
0.965,0.466667,67.148508,0.08891,0.216522
0.97,0.466667,63.202165,0.094579,0.211049
0.955,0.155556,0.0,0.044653,0.117433
0.95,0.088889,132.791836,0.079281,0.056035
0.97,0.488889,197.363989,0.104412,0.170773
0.95,0.244444,0.0,0.002724,0.489594
0.94,0.066667,122.965282,0.059925,0.13341
0.97,0.377778,222.229098,0.08391,0.295162
0.955,0.133333,0.0,0.056777,0.141844
0.98,0.444444,186.361419,0.090647,0.162563
0.97,0.177778,254.339789,0.129488,0.178957
0.97,0.377778,188.297853,0.096977,0.284417
0.97,0.155556,309.393457,0.13514,0.171956
0.97,0.111111,251.574993,0.279506,0.302213
0.975,0.422222,183.147456,0.084806,0.259979
0.975,0.422222,123.418151,0.07348,0.284675
0.97,0.333333,122.799587,0.160888,0.184461
0.965,0.444444,26.685771,0.032415,0.511941
0.955,0.066667,0.0,0.079265,0.106615
0.96,0.622222,0.0,0.096476,0.205028
0.97,0.4,66.978272,0.07694,0.264972
0.975,0.266667,183.147456,0.150021,0.143439
0.97,0.155556,277.995922,0.169435,0.16548
0.97,0.377778,198.8711,0.109912,0.153796
0.97,0.333333,233.313531,0.132946,0.13668
0.97,0.311111,124.458802,0.092677,0.226984
0.975,0.422222,184.969138,0.123908,0.166527
0.965,0.311111,198.548302,0.08091,0.30403
0.98,0.577778,183.069073,0.059946,0.320146
0.97,0.177778,231.517206,0.137246,0.140229
0.985,0.533333,218.493252,0.098516,0.347416
0.94,0.0,117.797387,0.067419,0.12614
0.95,0.644444,0.0,0.013764,0.461411
0.9,0.0,0.0,0.0,0.700857
0.945,0.0,240.836257,0.103495,0.009212
0.9,0.0,0.0,0.04492,0.078906
0.965,0.622222,0.0,0.040499,0.681102
0.965,0.111111,289.366265,0.114436,0.069178
0.965,0.244444,63.202165,0.332782,0.699999
0.97,0.311111,67.148508,0.29013,0.78022
