REL_R,RF_R,INPC_R,PFC_R,WCC_R
0.995556,0.178222,67.250711,0.10026,0.014698
0.996889,0.123222,88.156351,0.0702,0.031929
0.996111,0.180333,49.559506,0.062855,0.056547
0.989778,0.027444,46.520388,0.04897,0.003777
0.987889,0.001333,46.527189,0.057486,0.001002
0.995333,0.209444,49.490448,0.0498,0.055759
0.992444,0.037889,94.664984,0.207227,0.130604
0.992556,0.070556,95.59805,0.124536,0.008138
0.995222,0.104444,87.811003,0.100903,0.0098
0.977111,0.000778,3.762185,0.039387,0.008621
0.977,0.025444,0.0,0.0542,0.002793
0.992333,0.061222,101.324404,0.104918,0.007406
0.973889,0.021111,0.0,0.00218,0.027851
0.989333,0.057222,18.791899,0.075194,0.008694
0.996,0.141444,80.032888,0.089205,0.01636
0.983,0.003556,15.242004,0.096,0.00169
0.996667,0.124889,80.698325,0.0999,0.013913
0.984444,0.030667,0.0,0.0586,0.004701
0.993333,0.119889,51.634453,0.096037,0.015847
0.994,0.126,65.041799,0.089,0.016848
0.997,0.211222,50.72773,0.0564,0.061888
0.992667,0.040778,42.374962,0.030635,0.033884
0.995556,0.150556,46.721881,0.102831,0.022243
0.997222,0.220556,61.216423,0.0787,0.059577
0.992556,0.185556,20.97902,0.089347,0.020764
0.993667,0.167444,18.998456,0.095676,0.017023
0.986222,0.049444,5.135286,0.047628,0.004828
0.989889,0.020444,65.041799,0.06692,0.00237
0.994333,0.184889,49.052873,0.0996,0.024419
0.985556,0.072778,0.0,0.00272,0.049199
0.983333,0.014,20.79547,0.057308,0.007148
0.993667,0.12,52.817986,0.0642,0.032693
0.986333,0.046889,7.657817,0.0344,0.007204
0.996333,0.151111,49.559506,0.0894,0.02273
0.993333,0.054111,61.356259,0.083236,0.007502
0.994,0.12,49.855675,0.054505,0.032923
0.993667,0.042,88.858582,0.0988,0.007172
0.993556,0.033222,78.581488,0.15281,0.051407
0.996889,0.180333,49.566307,0.061201,0.058101
0.996778,0.180222,49.566307,0.055853,0.060547
0.993778,0.108667,42.499054,0.109497,0.016101
0.994,0.166778,9.3762,0.0324,0.08558
0.986222,0.020778,7.657817,0.08322,0.002688
0.994444,0.231333,1.186191,0.0965,0.023003
0.992667,0.144889,19.624304,0.0769,0.035297
0.993111,0.095444,63.233671,0.115421,0.010117
0.991111,0.047889,82.057069,0.115086,0.008217
0.994222,0.12,50.000456,0.0689,0.018666
0.994222,0.119778,52.555681,0.096033,0.014221
0.993889,0.110222,41.176602,0.056106,0.019061
0.996444,0.134444,50.760249,0.094671,0.018676
0.994444,0.092556,45.059541,0.0627,0.040655
0.997111,0.206556,48.136133,0.0599,0.069529
0.993444,0.055111,65.041799,0.076842,0.007193
0.996444,0.217889,50.442005,0.0693,0.047229
0.987778,0.001111,49.559506,0.040114,0.009904
0.987444,0.246556,0.0,0.00794,0.080864
0.973667,0.000778,0.0,0.001456,0.024034
0.987444,0.003,63.233671,0.052362,0.000816
0.973667,0.000778,0.0,0.0449,0.001887
0.994333,0.247,7.657817,0.018266,0.11142
0.990556,0.030556,94.217264,0.095236,0.002295
0.990444,0.066111,17.922269,0.238955,0.103181
0.992222,0.088778,17.482546,0.181796,0.148772
