RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0094491235382156,0.0107703562721222,0.0260494661413016,0.0077431924586546,0.0099862763778894,0.0086539299846244,0.0127727306431489,0.0177848419702687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0175458220346009,0.0161418851576809,0.0165200782151502,0.0243364995269179,0.0204357625486955,0.0175290533824814,0.0148864567852801,0.0170148985561457
