,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.14801578817211775,0.20048801160722787,0.2559977304381653,0.731477685250781,0.13874013831787055,0.1690690477963005,0.18065055090786233,0.20585714817648
