,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.04860616019091153,0.039857910602101906,0.046212660052209906,0.04193767291606883,0.03154874588668156,0.04309194860780761,0.04098223269241352,0.03997942758762187
