,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.02880489909364489,0.03167382533129943,0.03389942773771137,0.028352214061636904,0.03177683296605381,0.018566750061179974,0.03816217791432086,0.02795617602679132
