,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.18197068488729257,0.1783409914996624,0.19696410175468887,0.1811166289960078,0.17809576939693852,0.17931477756292208,0.17660695177873673,0.21327314141374018
