,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.07023773242596208,0.063249292167705,0.06904234229776438,0.06699018556704706,0.06822363095777391,0.06161665835880332,0.06167620707653039,0.09094384871676854
