,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.08370680853469362,0.10187159990246596,0.07567380428301597,0.06930184555077278,0.050932529240100936,0.5271858249156065,0.07321564928374817,0.07892931327706056
