REL_W,RF_W,INPC_W,PFC_W,WCC_W,REL_D,RF_D,INPC_D,PFC_D,WCC_D,REL_F,RF_F,INPC_F,PFC_F,WCC_F,REL_R,RF_R,INPC_R,PFC_R,WCC_R
0.0,0.07919957519957521,0.0,0.18404964874338034,0.0,0.0958980044345898,0.0,0.06775157921211457,0.05654325018726799,0.0,0.0,0.18199795250255935,0.0,0.0033973295409654,0.24507644147926835,0.0,0.003798812915835706,0.06775157921211457,0.0564600151876171,0.24507644147926835
0.14060742407199092,0.0,0.6734282349617875,0.11064043077206316,0.04814589787312365,0.052,0.005899616519616514,0.06560330300074341,0.04681313203655419,0.0,0.0,0.1653308533457331,0.0,0.0014542570068745997,0.3212195791131981,0.0,0.16933079334603313,0.2634098872966169,0.11064043077206316,0.0
0.0,0.2953386183465458,0.0,0.008509156430071413,0.0058804324353835345,0.0,0.07678920911025033,0.053900282032502814,0.051875833360170466,0.0,0.14775,0.04866849167122915,0.0,0.0007313036449712,0.9733814485778445,0.07273768613974801,0.2158908028849019,0.053900282032502814,0.008509156430071413,0.0
0.0,0.24400267000667494,0.0,0.08939152486345944,0.005800945387610738,0.11399999999999996,0.09353067274158647,0.1944678548789681,0.16779811911563572,0.020665164791318993,0.0,0.07999880000599992,0.45072395830895795,0.0,0.007999550468618714,0.0,0.14471661304792738,0.1944678548789681,0.11327118391670622,0.007999550468618714
0.0,0.10106943441186401,0.8208445765691379,0.2260333092078867,0.025200858785464984,0.0,0.016470439999851764,0.3096070797234232,0.12831429635607436,0.5542331832779829,0.0031476997578692495,0.08099908875113905,0.0,0.0007036197326245,0.7428085689537034,0.0031476997578692495,0.010071851798470503,0.40115943748558375,0.2260333092078867,0.7160643641602344
0.0417142857142857,0.0,0.7211890806447714,0.30546006121727015,0.012803296742335294,0.19246861924686187,0.0,0.020850123895540473,0.04362482177847163,0.016881384466130123,0.0,0.0,0.0,0.0,0.07700463682616952,0.0009433962264150724,0.0,0.7374816350972498,0.24951777187766488,0.07700463682616952
0.06599999999999998,0.1222231222231222,0.6230556871290908,0.1972748525780523,0.0041922402455063,0.04175,0.01298686688329951,0.04605158128804055,0.04283710858747007,0.0,0.038275193798448716,0.010666506667466656,0.068,0.0,0.49478755017084297,0.038275193798448716,0.11407491407491406,0.08643349710429497,0.1972748525780523,0.5943781471758534
0.0,0.27415820674247643,0.0,0.16736495281909194,0.015037064075299452,0.0645,0.07082230523627032,0.0,0.0004554663818693,0.13002717035676964,0.0,0.24056000140000341,0.0,0.0,0.08864919861130767,0.0645,0.23133961620392998,0.0,0.16736495281909194,0.08864919861130767
0.0,0.05533540833852081,0.0,0.07687487080022695,0.035153857222761105,0.06375,0.070305752753945,0.18310633334468607,0.14627374399607335,0.03811479520231735,0.0,0.16666416667916645,0.0,0.0,0.025924711386093622,0.0,0.06487149167151447,0.18310633334468607,0.07448594560822512,0.025924711386093622
0.0,0.3906957981680667,0.0,0.21479718736288314,0.0,0.052,0.12477235598495036,0.0,0.0,0.1033964719006577,0.0,0.2942712298510608,0.0,0.0,0.038489897008902735,0.052,0.35954593901802334,0.0,0.21479718736288314,0.1033964719006577
0.0,0.07735779433892641,0.6922559887037292,0.2790050533286878,0.034954269937482046,0.0,0.010784216666569608,0.2836273785244745,0.11524431530402791,0.617134562497187,0.0,0.07949910562611795,0.0,0.00040246076007580014,0.0361923919568995,0.0,0.03365665501587831,0.5229524810810509,0.2790050533286878,0.5369311746023312
0.0,0.023980545563886388,0.6537544852922874,0.19599970745428974,0.038034848403010905,0.07084468664850137,0.05399939250075937,0.6648093113969592,0.0025721888542535962,0.050408391929002185,0.10625,0.29999550002249964,0.0,0.0,0.007218714937504709,0.05200000000000001,0.06349928562589296,0.665823259586503,0.19599970745428974,0.03805602583950774
0.0,0.37256704980842914,0.0,0.2024542041642259,0.011785864800905597,0.05875,0.055615424522996455,0.0,0.0002841716396704,0.007749468716428193,0.0625,0.0,0.0,0.0016155088852988003,0.07011558871109004,0.0715,0.3799955257270693,0.0,0.2024542041642259,0.007749468716428193
0.0,0.0,0.2276124595622939,0.11188421507996804,0.2858809936956655,0.21834061135371172,0.0,0.03827531903611354,0.0634925258337446,0.0,0.11036036036035893,0.0,0.08002761354933609,0.06197488982447409,0.0038049414645865568,0.11036036036035893,0.0,0.08002761354933609,0.06268092731005911,0.0038049414645865568
0.0,0.12594316750806833,0.0,0.06474874684981578,0.015736976885167855,0.0,0.039999550000562496,0.0,0.0,0.2266547240886332,0.00625,0.0,0.0,0.0027946736807497,0.009342896999833832,0.0,0.0127998847998848,0.0,0.06474874684981578,0.02266473986054947
0.0,0.13800271500678746,0.0,0.07447116664992214,0.03917535974855946,0.05775,0.0,0.29309840713173907,0.15575264362597654,0.013069800000639243,0.13725,0.041668229170572904,0.0,0.0,0.33461218039204277,0.13825,0.07056707893054903,0.29309840713173907,0.07447116664992214,0.43379673613518643
0.0,0.0,0.6439135633255268,0.17564489912183787,0.024858845087291758,0.011,0.014705716911971504,0.31092801317167074,0.12708523346691833,0.47623142542652724,0.003058823529411765,0.0,0.0,0.0005021825626762002,0.3987798008133446,0.0030303030303030303,0.011029287683978628,0.4526421943270198,0.17564489912183787,0.5849186392284939
0.0,0.019972227100831824,0.47,0.0873305784082748,0.03962812365089407,0.071,0.007142776785814732,0.07145861757821616,0.047517629103358494,0.0,0.0,0.006777032191360363,0.0,0.0,1.0,0.0,0.02327909033433546,0.07145861757821616,0.08461813408307858,0.0
0.0,0.1553361583403958,0.0,0.13251550123349104,0.0709885563106004,0.04225,0.01558811450985461,0.20956167881199042,0.12358244886592196,0.2219302908923521,0.0,0.17199742001289978,0.0,0.0004973232308458,0.07429373970371785,0.0,0.14493025362998185,0.20956167881199042,0.13251550123349104,0.10008989905187593
0.054817275747508276,0.0,0.6236967145444614,0.0647509087508275,0.10633015381210566,0.055288461538461536,0.24201089010890114,0.10220417846992567,0.0559051755578395,0.43961095629371366,0.0,0.04599931000344996,0.1325327093454245,0.9322395073731973,0.026063825152888714,0.0,0.04599931000344996,0.1295785531450066,0.0647509087508275,0.026063825152888714
0.0,0.177999897999898,0.0,0.2809661924795072,0.05360918907386639,0.03834355828220859,0.05962867277857846,0.1,1.0,0.3607739251398621,0.0,0.15400693006930072,0.0,0.0010385414262635002,0.021442926720405396,0.0,0.06949612780392371,0.1,0.2809661924795072,0.3607739251398621
0.0,0.177999897999898,0.0,0.26198217502819265,0.04084901853495051,0.03208418891170431,0.053461124218848244,0.1,0.9908044325680736,0.11726116950698798,0.0,0.06800306003060032,0.0,0.0010385414262635002,0.03590959919431022,0.0,0.06326271290130776,0.1,0.26198217502819265,0.11726116950698798
0.08333333333333329,0.02842334625536173,0.7719155949605453,0.19133518004233038,0.2981681011509894,0.0,0.07340713858228458,0.1892397102480582,0.05277150544522745,0.1077435579683429,0.022,0.07933214333928325,0.18632667985407378,0.002243192545080418,0.023988404854361996,0.022,0.1546643466782665,0.37844714718636907,0.19133518004233038,0.06434849665389414
