,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.2491749003080143,0.252609491132679,0.2558850874983532,0.24503084879735149,0.23539113672332707,0.24338004791214649,0.304765561204827,0.23481518313571154
