,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.2618308128042236,0.24950383672186205,0.2569706415841807,0.2584881761227975,0.25617672694081045,0.38663677926489187,0.23349697531882252,0.2798569342280422
