,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.05911754417881039,0.06376511658276447,0.06290413647944823,0.05676881616130026,0.055827146766424966,0.0771994218208501,0.045435162927536424,0.08533049225110609
