,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.6824480052242462,0.7019181269239896,0.6915342723626156,0.730007756617729,0.7107584738651435,0.8526792381177283,0.6297747821733747,0.6062604464975933
