,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.33544652701213745,0.26080863119869424,0.2391192839373331,0.30801940859611826,0.29163129169194346,0.29823318350064754,0.506379956405672,0.27233502538074683
