,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.06347958332747927,0.06820498685316115,0.06959743135610774,0.06940254441059218,0.061668803717269086,0.07074448073816825,0.06381965163329886,0.09527414779274221
