REL_W,RF_W,INPC_W,PFC_W,WCC_W,REL_D,RF_D,INPC_D,PFC_D,WCC_D,REL_F,RF_F,INPC_F,PFC_F,WCC_F,REL_R,RF_R,INPC_R,PFC_R,WCC_R
0.0,0.11111166666666668,0.25127310822637183,0.06322876458300553,0.0,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.011474767786474658,-0.16993781466897337,-0.0833333333333335,0.08695762759948429,-0.0109088799784113,0.0,0.0316961412229551,0.0,0.07407500000000003,0.0515410648140234,0.06322876458300553,0.028416479455529838
0.0,0.11111166666666668,0.06333961459195986,0.07821211812658724,0.0,-0.05555555555555562,-0.12500070312543948,-0.0316424808128769,0.014683961629966507,-0.1949662105799622,0.0,0.08695762759948429,0.10813594541772176,0.0,0.0765420769206257,0.0,0.07407500000000003,0.08451111292633191,0.07821211812658724,0.06862211841494816
0.0,0.07407333333333335,0.14765669469069553,0.011675660998540572,0.0,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.014683961629966507,-0.1949662105799622,0.0,0.26087092627628833,0.10813594541772176,0.0,-0.04514673549373869,0.0,0.22222333333333336,0.08451111292633191,0.011675660998540572,-0.040475314411867594
0.0,0.037036666666666676,0.2883286575112163,0.07499082053608067,-0.0265319430858776,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.01789900099958502,-0.18015805723975747,-0.0833333333333335,0.08695762759948429,0.03502193485780638,0.0,-0.057961316636395546,0.0,0.07407500000000003,0.08859661409886783,0.07499082053608067,-0.05196394576323871
0.0,0.07407333333333335,0.07034320233822407,0.011675660998540572,-0.019341366799170284,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.014683961629966507,-0.1949662105799622,0.0,0.08695762759948429,0.10813594541772176,0.0,-0.0561514195583597,0.0,0.07407500000000003,0.08451111292633191,0.011675660998540572,-0.05034132227816345
0.0,0.037036666666666676,0.2573004646872507,0.029769232905369893,-0.0265319430858776,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.011474767786474658,-0.16993781466897337,-0.0833333333333335,0.08695762759948429,-0.0109088799784113,0.0,-0.013690214447312238,0.0,0.07407500000000003,0.057568421274902255,0.029769232905369893,-0.012273661164220925
0.0,0.037036666666666676,0.05829386122787575,0.09056968215913339,-0.0342046660700535,-0.05555555555555562,0.0,0.009022856233474914,0.014222165065966788,-0.09434984219415261,0.0,0.17391329867680408,0.06887584385281538,0.0,0.07646177866998054,0.0,0.14814833333333335,0.053828300989614795,0.09056968215913339,0.06855012878145546
0.0,0.07407333333333335,0.05047934810341737,-0.014900044123137408,-0.019001436034048563,-0.05555555555555562,0.0,0.009022856233474914,0.014222165065966788,-0.09434984219415261,0.0,0.2173930907376284,0.06887584385281538,0.0,-0.055514131854825934,0.0,0.18518666666666667,0.053828300989614795,-0.014900044123137408,-0.049769975980601726
0.0,0.11111166666666668,0.05829386122787575,0.0927326415565903,0.0,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.014222165065966788,-0.1949662105799622,0.0,0.2173930907376284,0.06887584385281538,0.0,0.08697192747665929,0.0,0.18518666666666667,0.053828300989614795,0.0927326415565903,0.07797277192084337
0.0,0.11111166666666668,0.2573004646872507,0.07795293326298318,0.0,-0.05555555555555562,0.04166627604142252,-0.0316424808128769,0.00949897995569092,-0.09434984219415261,-0.0833333333333335,0.04347979206082435,-0.0109088799784113,0.0,0.02125481948825786,0.0,0.037038333333333326,0.057568421274902255,0.07795293326298318,0.01905554171627847
0.0,0.037036666666666676,0.061560324768946906,0.06322876458300553,-0.036913706147196954,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.014222165065966788,-0.16993781466897337,0.0,0.08695762759948429,0.06887584385281538,0.0,-0.05973807475384768,0.0,0.07407500000000003,0.053828300989614795,0.06322876458300553,-0.05355685924084081
0.0,0.07407333333333335,0.24634564037709766,0.029769232905369893,-0.01891471900212977,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.014683961629966507,-0.1949662105799622,-0.0833333333333335,0.08695762759948429,-0.0109088799784113,0.0,-0.0010349552305388711,0.0,0.07407500000000003,0.04661359696474925,0.029769232905369893,-0.0009278663872402773
0.0,0.037036666666666676,0.27512752641088056,0.07202253674099728,-0.0265319430858776,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.018477708086116276,-0.1949662105799622,-0.0833333333333335,0.2173930907376284,0.03502193485780638,0.0,0.050943504445081625,0.0,0.18518666666666667,0.07539548299853216,0.07202253674099728,0.04567228033448889
0.0,0.11111166666666668,0.25127310822637183,0.028689295973686652,0.0,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.014222165065966788,-0.16993781466897337,-0.0833333333333335,0.2173930907376284,-0.0109088799784113,0.0,0.008774177102252813,0.0,0.18518666666666667,0.0515410648140234,0.028689295973686652,0.007866295824829799
0.0,0.18518500000000002,0.0658695468892414,0.0770427007062788,0.0035553983086710032,-0.05555555555555562,0.0,0.009022856233474914,0.01789900099958502,-0.09434984219415261,0.0,0.08695762759948429,0.06887584385281538,0.0,0.05903705827996049,0.0,0.07407500000000003,0.053828300989614795,0.0770427007062788,0.05292837831352286
0.0,0.037036666666666676,0.07034320233822407,0.054876223799958636,-0.036913706147196954,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.014222165065966788,-0.16993781466897337,0.0,0.17391329867680408,0.10813594541772176,0.0,0.04084121976866448,0.0,0.14814833333333335,0.08451111292633191,0.054876223799958636,0.03661529882554048
0.0,0.037036666666666676,0.25505415789706803,0.016998207304693532,-0.018893906914469263,-0.05555555555555562,0.0,0.009022856233474914,0.01789900099958502,-0.09434984219415261,-0.0833333333333335,0.26087092627628833,-0.0109088799784113,0.0,0.008697702577828686,0.0,0.22222333333333336,0.055322114484719596,0.016998207304693532,0.007797734269122323
0.0,0.037036666666666676,0.14135371249516568,0.07821211812658724,-0.0342046660700535,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.018477708086116276,-0.1949662105799622,0.0,0.0,0.10813594541772176,0.0,0.06384730586623323,0.0,0.0,0.08451111292633191,0.07821211812658724,0.05724090016751868
0.0,0.07407333333333335,0.06333961459195986,0.05914043191306212,-0.019001436034048563,-0.05555555555555562,-0.0833325520828451,-0.0316424808128769,0.014683961629966507,-0.1949662105799622,0.0,0.08695762759948429,0.10813594541772176,0.0,-0.0561514195583597,0.0,0.07407500000000003,0.08451111292633191,0.05914043191306212,-0.05034132227816345
0.0,0.07407333333333335,0.14135371249516568,0.01460383285044738,0.0,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.01789900099958502,-0.18015805723975747,0.0,0.17391329867680408,0.10813594541772176,0.0,-0.04699104610776543,0.0,0.14814833333333335,0.08451111292633191,0.01460383285044738,-0.04212879059701125
0.0,0.037036666666666676,0.2860823507210336,0.09501285124948708,-0.0265319430858776,-0.05555555555555562,-0.12500070312543948,0.009022856233474914,0.01789900099958502,-0.18015805723975747,-0.0833333333333335,0.2173930907376284,0.03502193485780638,0.0,0.08689035465060688,0.0,0.18518666666666667,0.08635030730868516,0.09501285124948708,0.07789963959475539
