REL_W,RF_W,INPC_W,PFC_W,WCC_W,REL_D,RF_D,INPC_D,PFC_D,WCC_D,REL_F,RF_F,INPC_F,PFC_F,WCC_F,REL_R,RF_R,INPC_R,PFC_R,WCC_R
-0.1538461538461524,0.0,0.9176111293022953,0.14780909673286363,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,-3.3684210526232614e-05,0.0,0.0,0.0,0.0,-0.8693043358315324,0.0,0.0,0.9176111293022953,0.14780909673286363,-3.3684210526232614e-05
-0.07692307692307535,0.0,0.2932817886855616,0.08185137732222941,-0.6138823814524598,-0.07692307692307535,0.0,0.0,0.0,-5.052631578940735e-05,0.0,0.0,0.0,0.0,-0.8693043358315324,0.0,0.0,0.2932817886855616,0.08185137732222941,-5.052631578940735e-05
-0.07692307692307535,0.0,0.2932817886855616,0.11324791800128123,-0.7195250020195493,-0.07692307692307535,0.0,0.0,0.0,0.010610526315789568,0.0,0.0,0.0,0.0,-0.8705687617821508,0.0,0.0,0.2932817886855616,0.11324791800128123,0.010610526315789568
-0.1538461538461524,0.0,0.9360859869278211,0.17767456758488157,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,0.010324210526315832,0.0,0.0,0.0,0.0,-0.8704308244057197,0.0,0.0,0.9360859869278211,0.17767456758488157,0.010324210526315832
-0.07692307692307535,0.0,0.240653275089548,0.08943625880845613,-0.06137410130058971,-0.07692307692307535,0.0,0.0,0.0,0.010610526315789568,0.0,0.0,0.0,0.0,-0.8705687617821508,0.0,0.0,0.240653275089548,0.08943625880845613,0.010610526315789568
-0.1538461538461524,0.0,0.9835686799653145,0.1776937860345933,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,0.010324210526315832,0.0,0.0,0.0,0.0,-0.8704308244057197,0.0,0.0,0.9835686799653145,0.1776937860345933,0.010324210526315832
-0.07692307692307535,0.0,0.240653275089548,0.08185137732222941,-0.06137410130058971,-0.07692307692307535,0.0,0.0,0.0,-5.052631578940735e-05,0.0,0.0,0.0,0.0,-0.8693043358315324,0.0,0.0,0.240653275089548,0.08185137732222941,-5.052631578940735e-05
-0.1538461538461524,0.0,0.9835686799653145,0.1776937860345933,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,-1.6842105263057872e-05,0.0,0.0,0.0,0.0,-0.869373304519748,0.0,0.0,0.9835686799653145,0.1776937860345933,-1.6842105263057872e-05
-0.1538461538461524,0.0,0.9835686799653145,0.20187700192184507,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,-3.3684210526232614e-05,0.0,0.0,0.0,0.0,-0.8693043358315324,0.0,0.0,0.9835686799653145,0.20187700192184507,-3.3684210526232614e-05
-0.1538461538461524,0.0,0.9360859869278211,0.20413196668802056,-0.06137410130058971,-0.07692307692307535,0.0,0.0,0.0,-5.052631578940735e-05,0.0,0.0,0.0,0.0,-0.8693043358315324,0.0,0.0,0.9360859869278211,0.20413196668802056,-5.052631578940735e-05
-0.1538461538461524,0.0,1.0020435534130832,0.19684817424727744,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,0.010324210526315832,0.0,0.0,0.0,0.0,-0.8704308244057197,0.0,0.0,1.0020435534130832,0.19684817424727744,0.010324210526315832
-0.1538461538461524,0.0,0.9360859869278211,0.14780909673286363,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,-1.6842105263057872e-05,0.0,0.0,0.0,0.0,-0.869373304519748,0.0,0.0,0.9360859869278211,0.14780909673286363,-1.6842105263057872e-05
-0.07692307692307535,0.0,0.2932817886855616,0.08447789878283155,-0.7008441715809032,-0.07692307692307535,0.0,0.0,0.0,0.010341052631579006,0.0,0.0,0.0,0.0,-0.03156466963998343,0.0,0.0,0.2932817886855616,0.08447789878283155,0.010341052631579006
-0.1538461538461524,0.0,0.9835686799653145,0.1776937860345933,-0.6136602310364326,-0.07692307692307535,0.0,0.0,0.0,0.010324210526315832,0.0,0.0,0.0,0.0,-0.8704308244057197,0.0,0.0,0.9835686799653145,0.1776937860345933,0.010324210526315832
-0.07692307692307535,0.0,0.240653275089548,0.1135426008968611,-0.06137410130058971,-0.07692307692307535,0.0,0.0,0.0,0.010341052631579006,0.0,0.0,0.0,0.0,-0.8704308244057197,0.0,0.0,0.240653275089548,0.1135426008968611,0.010341052631579006
