,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.01810174589727332,0.023098245870231904,0.019465798012556875,0.0191939012567288,0.01910500019183877,0.029747860564582132,0.027426249730143005,0.030218720405253845
