,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.47800099814885755,0.4568312281203828,0.44676670991626255,0.47334114337848393,0.48005962508749944,0.7993101701507623,0.45431908025893236,0.5245593689686374
