,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.3761909623556515,0.4049481990358267,0.37869019782341484,0.5408532216320893,0.4076129753580771,0.3928646815734696,0.4147630893819905,0.3839876911305929
