,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.024474864613065073,0.027218865310425205,0.02341715283961824,0.025592244307172825,0.030899864542224077,0.03462660158341667,0.03004257406884288,0.02817921696153327
