,0,1,2,3,4,5,6,7
0,RT_W,RT_D,RT_F,TT_D,TT_F,INF_W,INF_D,INF_F
1,0.7958501015375843,0.7744081574629755,0.8903991070220858,0.7575852634406796,0.7750751115942385,0.7757649941771604,0.7674768059437338,0.7729927677277345
