0.995889,0.230111,37.914440,0.013253,0.064988,0.995667,0.231000,30.890748,0.018262,0.083324,0.998889,0.218333,22.089719,0.034819,0.074303
0.995667,0.230111,35.420230,0.013367,0.064946,0.995556,0.226667,32.871031,0.019720,0.082489,0.998667,0.217778,33.117470,0.035468,0.067575
0.996000,0.229889,37.556146,0.014578,0.063434,0.996222,0.220667,37.554081,0.023418,0.076597,0.998667,0.218000,29.794492,0.034824,0.071060
0.995667,0.204111,35.613316,0.013780,0.057625,0.996222,0.220667,37.554081,0.023418,0.076698,0.998667,0.217778,24.965798,0.034473,0.074376
0.996111,0.230111,36.389272,0.012888,0.064811,0.996222,0.220667,37.554081,0.023418,0.076597,0.998667,0.218111,33.210046,0.035545,0.066862
0.996000,0.230222,33.371383,0.012798,0.064754,0.995667,0.231000,30.890748,0.018262,0.083232,0.998667,0.217778,25.288768,0.034819,0.075195
0.995444,0.204222,36.977167,0.013356,0.057819,0.995444,0.231000,30.890748,0.018262,0.083155,0.998889,0.218444,22.032149,0.034819,0.074547
0.995889,0.229111,83.751287,0.025432,0.062417,0.995667,0.231000,30.890748,0.018262,0.083273,0.998889,0.215444,11.370345,0.034473,0.062188
0.995889,0.230222,36.971430,0.012692,0.065127,0.995667,0.231000,30.890748,0.018262,0.083028,0.998889,0.218444,22.032149,0.034819,0.074549
0.996000,0.230111,36.511642,0.013262,0.064911,0.995778,0.226667,32.871031,0.019720,0.082702,0.998667,0.217778,23.031531,0.034473,0.073700
0.995556,0.204222,39.355460,0.013551,0.057752,0.995667,0.231000,30.890748,0.018262,0.083168,0.998667,0.218111,23.938366,0.034824,0.072701
0.996000,0.230111,38.794012,0.013042,0.065023,0.995667,0.231000,30.890748,0.018262,0.083108,0.998889,0.218333,17.591664,0.034473,0.074412
0.995556,0.204111,35.554158,0.013598,0.057780,0.995778,0.226667,32.871031,0.019720,0.082260,0.998667,0.217778,28.363919,0.034832,0.072906
0.996000,0.230111,38.550781,0.012782,0.064964,0.995667,0.231000,30.890748,0.018262,0.083158,0.998889,0.218333,17.591664,0.034473,0.074738
0.995778,0.230000,35.427954,0.013114,0.064862,0.996000,0.220667,37.554081,0.023418,0.076658,0.998667,0.217778,33.210046,0.035545,0.067312
0.995556,0.204222,33.339461,0.013620,0.057682,0.996111,0.214667,40.011411,0.025851,0.074635,0.998889,0.218444,31.724025,0.035419,0.067385
0.996111,0.230111,34.641854,0.012434,0.064977,0.996000,0.220667,37.554081,0.023418,0.076745,0.998667,0.217778,29.698269,0.034824,0.071150
